Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,RSI,MACD,MACD_Signal,Volume_SMA
2023-03-29 00:00:00-04:00,157.77883979840226,159.44207447801494,157.75905035570605,159.1648712158203,51305700,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,0.0,0.0,50957770.0
2023-03-30 00:00:00-04:00,159.9172833200629,160.84790077737682,159.659884598305,160.73899841308594,49501700,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,0.12557140035170278,0.025114280070340556,50957770.0
2023-03-31 00:00:00-04:00,160.8182007028279,163.35263923391068,160.29349343380431,163.25363159179688,68749800,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,0.42312005704462763,0.10471543546519797,50957770.0
2023-04-03 00:00:00-04:00,162.62991638134497,164.62973762588464,162.5804125649775,164.5109405517578,56976200,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,0.7517184936294541,0.2341160470980492,50957770.0
2023-04-04 00:00:00-04:00,164.936680918264,165.17427510350078,163.46155155698554,163.9763641357422,46278300,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,0.9579565461589823,0.37888414691023586,50957770.0
2023-04-05 00:00:00-04:00,163.0952264685397,163.40212898364032,160.1845772758085,162.125,51511700,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,0.9609350147065925,0.4952943204695072,50957770.0
2023-04-06 00:00:00-04:00,160.80829044689202,163.3130448064106,160.38259082111486,163.0160369873047,45390100,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,1.02339761993818,0.6009149803632419,50957770.0
2023-04-10 00:00:00-04:00,159.80838211165943,160.41229248046875,158.48176428720794,160.41229248046875,47716900,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,0.8529667930650646,0.6513253429036064,50957770.0
2023-04-11 00:00:00-04:00,160.72909253457362,160.7389872555695,158.90745173956898,159.19456481933594,47644200,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,0.6125772800334914,0.6435757303295835,50957770.0
2023-04-12 00:00:00-04:00,159.61038476928212,160.44199460478865,158.18475927615913,158.50157165527344,50133100,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,0.36197547434238686,0.5872556791321442,50957770.0
2023-04-13 00:00:00-04:00,160.01627300479524,164.1446374499689,159.8083630212289,163.9070281982422,68445600,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,0.5927144622076526,0.5883474357472459,50957770.0
2023-04-14 00:00:00-04:00,162.9467114928456,164.6594498569072,162.18441013519882,163.56053161621094,49386500,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,0.7390975377553843,0.6184974561488736,50957770.0
2023-04-17 00:00:00-04:00,163.44175113616387,163.73875898166128,162.39233650766008,163.58035278320312,41516200,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,0.8469435443091697,0.6641866737809329,50957770.0
2023-04-18 00:00:00-04:00,164.4416518212544,165.73857027099072,163.99613256812546,164.80795288085938,49923000,0.0,0.0,162.6502197265625,168.3905795288086,64.0118027629195,1.0197147134243494,0.7352922817096162,50957770.0
2023-04-19 00:00:00-04:00,164.14464415802902,166.48108235627174,163.8872303481945,165.9563751220703,47720200,0.0,0.0,162.6502197265625,168.3905795288086,65.95350097565941,1.2350680906519358,0.8352474434980801,50957770.0
